Product_ID,Shelf_Life_Days,Sales_2021,Sales_2022,Market_Trend_Factor,Compliance_Status,Supplier_ID,Manufacturing_Location,Product_Category,Safety_Stock_Days,Storage_Location
Product_22,339,908.0,804,0.69625459290444,Compliant,Supplier_3,Location_A,Category_C,21,Warehouse_C
Product_23,268,434.6,541,1.3424158719122015,Non-compliant,Supplier_2,Location_B,Category_B,16,Warehouse_B
Product_24,264,558.8,570,1.0664799412179402,Non-compliant,Supplier_3,Location_A,Category_B,22,Warehouse_C
Product_25,272,853.6,904,0.7602283052123253,Non-compliant,Supplier_3,Location_C,Category_B,19,Warehouse_C
Product_26,305,476.4,354,0.6838628170563298,Compliant,Supplier_1,Location_C,Category_A,21,Warehouse_C
Product_27,297,1148.6,999,0.8027991807262477,Compliant,Supplier_6,Location_B,Category_A,30,Warehouse_A
Product_28,294,722.6,637,0.967235902951765,Non-compliant,Supplier_8,Location_B,Category_A,15,Warehouse_A
Product_29,342,983.2,880,1.121396434643452,Compliant,Supplier_5,Location_C,Category_C,10,Warehouse_A
Product_30,282,830.6,801,0.8206357737833819,Compliant,Supplier_1,Location_A,Category_B,33,Warehouse_C
Product_31,342,182.6,329,1.5491929386282655,Non-compliant,Supplier_10,Location_C,Category_C,12,Warehouse_A
Product_32,312,247.0,347,1.0791854907812948,Compliant,Supplier_7,Location_B,Category_A,13,Warehouse_B
Product_33,275,622.0,662,0.8117794000335653,Non-compliant,Supplier_10,Location_B,Category_B,35,Warehouse_C
Product_34,295,698.6,773,1.3553454690301734,Non-compliant,Supplier_9,Location_B,Category_A,18,Warehouse_B
Product_35,265,196.6,235,1.3807778789578113,Non-compliant,Supplier_7,Location_B,Category_B,18,Warehouse_B
Product_36,324,537.0,445,0.7941012809620498,Compliant,Supplier_9,Location_A,Category_C,10,Warehouse_A
Product_37,323,681.8,813,0.9443710500697609,Non-compliant,Supplier_10,Location_A,Category_C,15,Warehouse_B
Product_38,270,978.6,873,0.7370315179725935,Compliant,Supplier_9,Location_A,Category_B,29,Warehouse_A
Product_39,301,522.0,566,1.118166036315862,Non-compliant,Supplier_2,Location_A,Category_A,29,Warehouse_C
Product_40,297,197.0,257,1.324572028861307,Compliant,Supplier_8,Location_C,Category_A,27,Warehouse_B
Product_41,324,1065.2,998,1.0470300927439287,Non-compliant,Supplier_7,Location_C,Category_C,13,Warehouse_C
Product_42,270,526.6,601,1.272481844947174,Non-compliant,Supplier_7,Location_C,Category_B,26,Warehouse_A
Product_43,261,1043.0,975,0.7561790613642819,Compliant,Supplier_2,Location_B,Category_B,28,Warehouse_C
Product_44,344,770.2,739,0.835532508195951,Compliant,Supplier_1,Location_C,Category_C,18,Warehouse_B
Product_45,323,548.2,409,0.36723157253419536,Compliant,Supplier_4,Location_A,Category_C,11,Warehouse_A
Product_46,272,582.8,662,0.864028710302626,Compliant,Supplier_7,Location_A,Category_B,9,Warehouse_C
Product_47,339,981.2,966,0.8699591741005797,Non-compliant,Supplier_6,Location_B,Category_C,26,Warehouse_A
Product_48,278,519.8,675,1.041392255797618,Compliant,Supplier_10,Location_A,Category_B,14,Warehouse_A
Product_49,296,793.0,781,0.980159485574003,Compliant,Supplier_2,Location_A,Category_A,19,Warehouse_B
Product_50,344,721.4,747,1.2434673814326467,Compliant,Supplier_7,Location_C,Category_C,8,Warehouse_C
Product_51,265,492.4,594,1.3048362933273827,Non-compliant,Supplier_10,Location_A,Category_B,29,Warehouse_C
Product_52,278,580.6,507,1.0075817895509156,Non-compliant,Supplier_9,Location_B,Category_B,14,Warehouse_B
Product_53,274,270.79999999999995,410,1.399664156437976,Non-compliant,Supplier_2,Location_A,Category_B,13,Warehouse_A
Product_54,298,557.8,497,0.997928049916794,Non-compliant,Supplier_10,Location_A,Category_A,29,Warehouse_B
Product_55,271,292.6,419,1.1096717045962015,Compliant,Supplier_5,Location_C,Category_B,25,Warehouse_B
Product_56,323,844.8,760,0.9198987063590931,Non-compliant,Supplier_2,Location_A,Category_C,20,Warehouse_A
Product_57,322,425.6,512,1.2111057991600618,Non-compliant,Supplier_1,Location_B,Category_C,13,Warehouse_A
Product_58,342,835.0,939,1.1879824254102234,Compliant,Supplier_7,Location_A,Category_C,20,Warehouse_A
Product_59,341,485.4,431,1.0413501534364666,Non-compliant,Supplier_2,Location_C,Category_C,12,Warehouse_C
Product_60,272,508.4,582,1.3928618784563216,Compliant,Supplier_6,Location_C,Category_B,23,Warehouse_C
Product_61,270,638.0,654,1.1514970004842044,Compliant,Supplier_7,Location_C,Category_B,21,Warehouse_C
Product_62,282,549.2,538,1.232721345620839,Compliant,Supplier_1,Location_C,Category_B,21,Warehouse_B
Product_63,344,227.39999999999998,297,1.2642953490753672,Compliant,Supplier_9,Location_B,Category_C,13,Warehouse_A
Product_64,322,510.2,523,0.8980784813529779,Non-compliant,Supplier_6,Location_C,Category_C,23,Warehouse_A
Product_65,333,190.2,251,1.337349271075258,Non-compliant,Supplier_2,Location_B,Category_C,13,Warehouse_C
Product_66,320,220.2,297,1.5471475766472345,Non-compliant,Supplier_1,Location_B,Category_C,17,Warehouse_B
Product_67,337,591.8,563,1.0746711840330494,Compliant,Supplier_1,Location_C,Category_C,25,Warehouse_A
Product_68,302,948.0,996,1.3296011468867224,Non-compliant,Supplier_2,Location_A,Category_A,15,Warehouse_B
Product_69,325,323.6,250,0.4190358571227155,Compliant,Supplier_9,Location_C,Category_C,23,Warehouse_A
Product_70,344,641.6,676,0.9059040644548039,Compliant,Supplier_2,Location_B,Category_C,11,Warehouse_A
Product_71,329,530.0,374,0.447050185373426,Compliant,Supplier_1,Location_A,Category_C,10,Warehouse_B
Product_72,308,599.4,541,0.8481310953719651,Non-compliant,Supplier_4,Location_A,Category_A,12,Warehouse_B
Product_73,300,818.6,677,0.5093152233799166,Non-compliant,Supplier_9,Location_A,Category_A,16,Warehouse_B
Product_74,293,841.0,729,1.0949169356515949,Non-compliant,Supplier_8,Location_C,Category_A,18,Warehouse_B
Product_75,327,591.8,659,1.2262184525304103,Compliant,Supplier_7,Location_B,Category_C,14,Warehouse_B
Product_76,296,846.4,708,0.5548877855325085,Compliant,Supplier_8,Location_C,Category_A,33,Warehouse_C
Product_77,278,366.8,478,1.0374542792112946,Non-compliant,Supplier_2,Location_A,Category_B,31,Warehouse_C
Product_78,303,541.4,683,1.269184559738475,Compliant,Supplier_5,Location_A,Category_A,30,Warehouse_A
Product_79,333,471.2,584,1.4382522695320932,Non-compliant,Supplier_7,Location_B,Category_C,18,Warehouse_B
Product_80,343,960.8,832,0.5977608550892286,Non-compliant,Supplier_1,Location_A,Category_C,16,Warehouse_C
Product_81,290,1036.0,944,0.8625244756143543,Non-compliant,Supplier_6,Location_B,Category_A,25,Warehouse_B
Product_82,283,445.2,394,0.6900587797268999,Compliant,Supplier_7,Location_A,Category_B,24,Warehouse_A
Product_83,300,356.2,373,0.853244039983239,Non-compliant,Supplier_8,Location_B,Category_A,24,Warehouse_A
Product_84,334,750.8,726,1.1038919855928362,Compliant,Supplier_5,Location_B,Category_C,22,Warehouse_A
Product_85,270,774.6,821,1.252411695684827,Compliant,Supplier_8,Location_B,Category_B,17,Warehouse_B
Product_86,264,869.6,764,1.114467089854161,Non-compliant,Supplier_10,Location_A,Category_B,12,Warehouse_B
Product_87,310,661.2,626,1.0541614315815773,Non-compliant,Supplier_1,Location_B,Category_A,13,Warehouse_C
Product_88,308,538.0,634,0.8908086620369126,Non-compliant,Supplier_4,Location_B,Category_A,20,Warehouse_A
Product_89,302,223.0,283,1.1262544597807085,Non-compliant,Supplier_6,Location_B,Category_A,22,Warehouse_B
Product_90,272,925.8,977,1.0173395707535973,Compliant,Supplier_4,Location_C,Category_B,31,Warehouse_B
Product_91,283,412.0,528,1.0852297148610073,Compliant,Supplier_5,Location_C,Category_B,38,Warehouse_B
Product_92,299,667.6,658,1.009331438799759,Non-compliant,Supplier_2,Location_C,Category_A,20,Warehouse_C
Product_93,335,159.39999999999998,245,1.188968166425266,Compliant,Supplier_7,Location_B,Category_C,25,Warehouse_A
Product_94,262,713.6,568,0.983319361702663,Compliant,Supplier_9,Location_B,Category_B,28,Warehouse_C
Product_95,281,320.8,248,0.49254632600955633,Compliant,Supplier_7,Location_C,Category_B,25,Warehouse_C
Product_96,322,202.6,261,1.1793859263851527,Compliant,Supplier_1,Location_C,Category_C,27,Warehouse_C
Product_97,276,633.8,621,0.7542978455672671,Compliant,Supplier_2,Location_B,Category_B,27,Warehouse_A
Product_98,322,523.4,525,0.9179991952613096,Non-compliant,Supplier_8,Location_B,Category_C,13,Warehouse_A
Product_99,326,338.2,483,1.2906646814205223,Compliant,Supplier_1,Location_B,Category_C,12,Warehouse_C
Product_100,294,621.2,738,1.190604641659153,Non-compliant,Supplier_2,Location_B,Category_A,10,Warehouse_B
Product_101,281,367.0,331,0.7901305823717771,Non-compliant,Supplier_5,Location_A,Category_B,22,Warehouse_C
Product_102,290,610.0,570,1.1156050922490448,Non-compliant,Supplier_6,Location_C,Category_A,26,Warehouse_A
Product_103,304,159.2,272,1.4239548638885784,Non-compliant,Supplier_1,Location_A,Category_A,31,Warehouse_C
Product_104,324,240.6,271,1.4076276482699306,Compliant,Supplier_1,Location_A,Category_C,17,Warehouse_B
Product_105,266,533.8,533,0.7726149967990552,Compliant,Supplier_2,Location_A,Category_B,11,Warehouse_C
Product_106,343,432.8,412,0.7596414695074412,Non-compliant,Supplier_3,Location_C,Category_C,24,Warehouse_A
Product_107,278,784.4,842,1.2494852944848938,Non-compliant,Supplier_9,Location_A,Category_B,18,Warehouse_B
Product_108,263,577.2,702,1.2103371720902376,Compliant,Supplier_3,Location_B,Category_B,13,Warehouse_A
Product_109,278,511.8,515,0.9222276415939253,Non-compliant,Supplier_8,Location_C,Category_B,22,Warehouse_B
Product_110,312,955.0,983,0.9747539790983148,Non-compliant,Supplier_6,Location_C,Category_A,39,Warehouse_C
Product_111,322,433.8,397,0.9455775709093963,Compliant,Supplier_10,Location_A,Category_C,9,Warehouse_C
Product_112,277,706.0,686,0.7223127426090747,Non-compliant,Supplier_5,Location_A,Category_B,28,Warehouse_B
Product_113,268,393.2,330,0.9675609480604402,Compliant,Supplier_9,Location_C,Category_B,16,Warehouse_B
Product_114,272,589.2,542,0.8823971629990475,Non-compliant,Supplier_8,Location_C,Category_B,14,Warehouse_A
Product_115,300,611.8,495,0.7115489202521452,Compliant,Supplier_3,Location_A,Category_A,27,Warehouse_C
Product_116,271,522.8,526,1.169999597090881,Compliant,Supplier_7,Location_C,Category_B,29,Warehouse_B
Product_117,291,406.8,482,1.1975324860654855,Non-compliant,Supplier_4,Location_C,Category_A,18,Warehouse_A
Product_118,284,532.4,478,1.038684352596741,Compliant,Supplier_8,Location_A,Category_B,28,Warehouse_B
Product_119,273,508.8,484,1.2059419888507583,Compliant,Supplier_7,Location_A,Category_B,18,Warehouse_C
Product_120,266,276.0,356,1.4922214875835984,Non-compliant,Supplier_3,Location_C,Category_B,25,Warehouse_C
Product_121,303,525.2,558,1.016343129042532,Compliant,Supplier_7,Location_A,Category_A,18,Warehouse_A
Product_122,338,829.2,914,0.8344879448047078,Compliant,Supplier_6,Location_C,Category_C,20,Warehouse_C
Product_123,282,738.8,734,0.7009554200022454,Non-compliant,Supplier_6,Location_B,Category_B,15,Warehouse_A
Product_124,341,1009.6,920,1.0257475764309554,Non-compliant,Supplier_10,Location_C,Category_C,22,Warehouse_B
Product_125,336,976.2,949,0.7202655404474991,Compliant,Supplier_3,Location_B,Category_C,19,Warehouse_A
Product_126,270,399.8,299,0.5969936744752313,Compliant,Supplier_4,Location_A,Category_B,20,Warehouse_B
Product_127,262,254.4,292,1.2261253862761623,Non-compliant,Supplier_4,Location_A,Category_B,19,Warehouse_C
Product_128,302,883.2,964,1.38284841468549,Non-compliant,Supplier_6,Location_B,Category_A,22,Warehouse_C
Product_129,304,760.6,731,0.7933470719601635,Compliant,Supplier_9,Location_A,Category_A,18,Warehouse_C
Product_130,313,530.8,606,0.8299179172745987,Compliant,Supplier_5,Location_A,Category_A,22,Warehouse_A
Product_131,303,615.0,499,0.492286428371224,Compliant,Supplier_8,Location_C,Category_A,32,Warehouse_A
Product_132,340,1016.4,886,0.686804847625183,Compliant,Supplier_5,Location_B,Category_C,14,Warehouse_B
Product_133,271,412.2,469,1.4169125523736226,Compliant,Supplier_6,Location_C,Category_B,23,Warehouse_B
Product_134,271,529.4,451,0.57243619241654,Non-compliant,Supplier_6,Location_A,Category_B,14,Warehouse_A
Product_135,309,633.6,760,1.3158749688408147,Compliant,Supplier_4,Location_B,Category_A,19,Warehouse_A
Product_136,309,563.6,674,0.9537566216824584,Compliant,Supplier_10,Location_B,Category_A,12,Warehouse_A
Product_137,314,780.6,883,0.9382265634101227,Compliant,Supplier_10,Location_C,Category_A,22,Warehouse_C
Product_138,308,627.0,639,0.7703367669081271,Non-compliant,Supplier_5,Location_B,Category_A,26,Warehouse_C
Product_139,262,909.8,977,0.9056489496432816,Compliant,Supplier_4,Location_A,Category_B,20,Warehouse_C
Product_140,279,916.4,834,0.6705132024739391,Non-compliant,Supplier_2,Location_B,Category_B,31,Warehouse_C
Product_141,302,665.2,822,0.9012026745053625,Non-compliant,Supplier_2,Location_A,Category_A,19,Warehouse_C
Product_142,333,781.0,881,1.2926945312043396,Compliant,Supplier_8,Location_B,Category_C,27,Warehouse_C
Product_143,278,774.0,702,0.7117316501923876,Compliant,Supplier_4,Location_C,Category_B,12,Warehouse_A
Product_144,334,461.4,343,0.42597483653035645,Non-compliant,Supplier_9,Location_A,Category_C,16,Warehouse_A
Product_145,272,745.2,586,0.5916479484920697,Non-compliant,Supplier_6,Location_B,Category_B,22,Warehouse_C
Product_146,291,229.6,324,1.4436224888512499,Non-compliant,Supplier_5,Location_B,Category_A,15,Warehouse_B
Product_147,313,534.2,647,1.009216573837859,Non-compliant,Supplier_7,Location_A,Category_A,25,Warehouse_C
Product_148,265,859.8,935,1.1055709804868645,Non-compliant,Supplier_6,Location_A,Category_B,26,Warehouse_B
Product_149,294,238.8,306,1.0498286977754572,Compliant,Supplier_4,Location_B,Category_A,15,Warehouse_A
Product_150,296,1002.8,918,0.8398799293243765,Compliant,Supplier_10,Location_B,Category_A,21,Warehouse_C
Product_151,272,925.6,780,0.8261344807457124,Compliant,Supplier_9,Location_A,Category_B,29,Warehouse_B
Product_152,268,1071.8,955,1.0323880462529946,Compliant,Supplier_6,Location_A,Category_B,22,Warehouse_B
Product_153,329,435.8,531,1.0482991258618464,Non-compliant,Supplier_3,Location_B,Category_C,26,Warehouse_A
Product_154,278,969.2,878,0.8640146327725224,Compliant,Supplier_4,Location_A,Category_B,27,Warehouse_A
Product_155,342,611.2,516,0.9012505335188871,Compliant,Supplier_4,Location_A,Category_C,10,Warehouse_B
Product_156,338,866.0,738,0.6917018117909229,Compliant,Supplier_8,Location_C,Category_C,19,Warehouse_C
Product_157,331,383.0,431,0.9433908879665855,Compliant,Supplier_5,Location_A,Category_C,9,Warehouse_A
Product_158,281,281.8,265,0.9779486530650986,Compliant,Supplier_8,Location_C,Category_B,37,Warehouse_C
Product_159,323,776.2,881,1.3903923964406566,Compliant,Supplier_8,Location_A,Category_C,26,Warehouse_B
Product_160,269,1141.8,993,1.0961978710712343,Compliant,Supplier_6,Location_C,Category_B,26,Warehouse_C
Product_161,327,422.79999999999995,574,1.3236320603655678,Compliant,Supplier_5,Location_C,Category_C,31,Warehouse_A
Product_162,334,967.8,891,0.8670015921473824,Compliant,Supplier_2,Location_B,Category_C,22,Warehouse_B
Product_163,311,490.2,567,1.1749373754224235,Non-compliant,Supplier_1,Location_A,Category_A,22,Warehouse_B
Product_164,290,380.8,376,1.1684313706074656,Compliant,Supplier_7,Location_C,Category_A,22,Warehouse_A
Product_165,343,870.2,979,0.8668419026635221,Compliant,Supplier_10,Location_A,Category_C,26,Warehouse_A
Product_166,298,532.6,643,1.3404083089082288,Non-compliant,Supplier_10,Location_C,Category_A,23,Warehouse_A
Product_167,266,258.6,277,1.1612377021249778,Non-compliant,Supplier_7,Location_B,Category_B,18,Warehouse_A
Product_168,311,110.6,265,1.4440672285429852,Compliant,Supplier_2,Location_A,Category_A,31,Warehouse_C
Product_169,328,942.4,976,1.260050037392242,Compliant,Supplier_3,Location_C,Category_C,15,Warehouse_C
Product_170,294,109.0,261,1.3303376297663734,Non-compliant,Supplier_8,Location_A,Category_A,23,Warehouse_A
Product_171,269,713.6,656,1.1634053370866853,Compliant,Supplier_4,Location_C,Category_B,27,Warehouse_A
Product_172,279,867.2,724,0.734963786617612,Non-compliant,Supplier_5,Location_B,Category_B,30,Warehouse_A
Product_173,323,308.2,393,1.401966679782109,Non-compliant,Supplier_7,Location_B,Category_C,16,Warehouse_A
Product_174,333,403.2,440,0.8763101569002807,Compliant,Supplier_8,Location_C,Category_C,10,Warehouse_A
Product_175,324,255.0,251,1.0245827365198843,Compliant,Supplier_1,Location_A,Category_C,25,Warehouse_B
Product_176,333,267.2,336,0.9248301426702442,Compliant,Supplier_7,Location_B,Category_C,10,Warehouse_B
Product_177,326,957.4,815,0.6925152409413877,Non-compliant,Supplier_3,Location_C,Category_C,12,Warehouse_C
Product_178,323,772.8,864,1.3033493497373045,Non-compliant,Supplier_5,Location_B,Category_C,23,Warehouse_B
Product_179,305,972.8,884,0.8721599396318138,Non-compliant,Supplier_1,Location_A,Category_A,13,Warehouse_A
Product_180,274,901.8,905,1.099236344689422,Non-compliant,Supplier_3,Location_A,Category_B,13,Warehouse_A
Product_181,275,584.2,465,0.927988320199381,Non-compliant,Supplier_5,Location_A,Category_B,28,Warehouse_C
Product_182,344,810.6,893,1.1104716775700192,Compliant,Supplier_1,Location_B,Category_C,32,Warehouse_A
Product_183,298,511.4,657,1.2731086531264761,Compliant,Supplier_2,Location_C,Category_A,35,Warehouse_C
Product_184,282,1077.6,988,1.069117367766892,Compliant,Supplier_3,Location_A,Category_B,25,Warehouse_B
Product_185,268,632.0,780,0.9620104430145964,Non-compliant,Supplier_8,Location_A,Category_B,10,Warehouse_C
Product_186,294,347.2,472,1.0073381751328865,Non-compliant,Supplier_5,Location_A,Category_A,17,Warehouse_C
Product_187,265,530.2,567,1.138056757923679,Compliant,Supplier_5,Location_B,Category_B,22,Warehouse_B
Product_188,324,406.0,382,1.2222113833753556,Compliant,Supplier_3,Location_B,Category_C,16,Warehouse_A
Product_189,293,820.8,856,1.1279721861758245,Compliant,Supplier_9,Location_B,Category_A,30,Warehouse_B
Product_190,295,570.6,641,1.232887258107713,Compliant,Supplier_9,Location_A,Category_A,33,Warehouse_A
Product_191,341,390.8,250,0.5319306591105037,Non-compliant,Supplier_2,Location_A,Category_C,22,Warehouse_C
Product_192,299,585.4,459,0.7880364068014696,Compliant,Supplier_8,Location_A,Category_A,23,Warehouse_C
Product_193,294,1030.6,885,0.6540530854300115,Non-compliant,Supplier_1,Location_A,Category_A,13,Warehouse_A
Product_194,310,763.4,889,1.3454473707788699,Compliant,Supplier_5,Location_C,Category_A,20,Warehouse_A
Product_195,323,624.2,493,0.7797220158490168,Non-compliant,Supplier_7,Location_A,Category_C,20,Warehouse_C
Product_196,282,1093.2,962,1.1506363065118521,Non-compliant,Supplier_8,Location_C,Category_B,22,Warehouse_C
Product_197,278,834.2,907,0.8217137824995933,Compliant,Supplier_8,Location_A,Category_B,14,Warehouse_A
Product_198,305,765.0,837,0.9651118786291503,Compliant,Supplier_6,Location_B,Category_A,34,Warehouse_C
Product_199,296,424.6,407,0.7163736923865907,Non-compliant,Supplier_7,Location_A,Category_A,11,Warehouse_A
Product_200,306,586.0,438,0.8775959689234352,Compliant,Supplier_4,Location_A,Category_A,17,Warehouse_A
Product_201,292,799.2,648,0.9573889889263693,Compliant,Supplier_10,Location_A,Category_A,14,Warehouse_B
Product_202,281,792.2,741,1.0947386582540197,Compliant,Supplier_7,Location_C,Category_B,16,Warehouse_A
Product_203,283,442.0,386,0.962085666725598,Compliant,Supplier_7,Location_C,Category_B,27,Warehouse_A
Product_204,341,344.8,336,0.7377677474340019,Compliant,Supplier_9,Location_A,Category_C,17,Warehouse_B
Product_205,278,1037.4,947,0.848110067737567,Compliant,Supplier_2,Location_A,Category_B,13,Warehouse_A
Product_206,260,343.6,298,0.9696852211364727,Non-compliant,Supplier_8,Location_A,Category_B,19,Warehouse_B
Product_207,297,498.8,350,0.49136214457958644,Non-compliant,Supplier_9,Location_C,Category_A,16,Warehouse_C
Product_208,328,934.8,898,1.0897248942255469,Non-compliant,Supplier_3,Location_C,Category_C,20,Warehouse_C
Product_209,304,272.2,389,1.1714933387825248,Compliant,Supplier_8,Location_C,Category_A,16,Warehouse_C
Product_210,296,995.4,909,0.9310732553538341,Non-compliant,Supplier_1,Location_B,Category_A,32,Warehouse_A
Product_211,263,434.2,315,0.5343073431312351,Compliant,Supplier_10,Location_A,Category_B,27,Warehouse_A
Product_212,274,647.8,751,1.3903171464546167,Compliant,Supplier_5,Location_B,Category_B,30,Warehouse_B
Product_213,330,376.0,300,0.7121012589642859,Non-compliant,Supplier_1,Location_A,Category_C,23,Warehouse_C
Product_214,293,480.6,471,0.851623155625862,Compliant,Supplier_1,Location_A,Category_A,11,Warehouse_B
Product_215,261,892.2,817,0.6421622854648901,Non-compliant,Supplier_6,Location_A,Category_B,30,Warehouse_B
Product_216,311,816.0,840,0.8158439253673762,Non-compliant,Supplier_5,Location_C,Category_A,20,Warehouse_A
Product_217,295,595.0,559,0.9745432312616675,Non-compliant,Supplier_5,Location_B,Category_A,18,Warehouse_C
Product_218,308,775.0,823,1.1790090251743106,Non-compliant,Supplier_2,Location_C,Category_A,21,Warehouse_A
Product_219,271,222.39999999999998,300,1.5312874152502,Non-compliant,Supplier_10,Location_C,Category_B,22,Warehouse_B
Product_220,307,332.2,409,1.2458569899048313,Non-compliant,Supplier_9,Location_B,Category_A,12,Warehouse_C
Product_221,267,948.2,917,1.074436043829795,Compliant,Supplier_5,Location_A,Category_B,11,Warehouse_B
Product_222,283,799.0,711,0.9481162438349335,Compliant,Supplier_3,Location_B,Category_B,29,Warehouse_C
Product_223,307,645.6,488,0.9185366645899256,Non-compliant,Supplier_7,Location_C,Category_A,23,Warehouse_C
Product_224,330,392.0,296,0.557139709538213,Compliant,Supplier_6,Location_B,Category_C,27,Warehouse_C
Product_225,290,699.2,636,0.9625612878016567,Compliant,Supplier_6,Location_B,Category_A,15,Warehouse_C
Product_226,276,1127.0,991,1.1386350952877018,Compliant,Supplier_5,Location_B,Category_B,17,Warehouse_B
Product_227,283,559.4,425,0.3880416860578383,Non-compliant,Supplier_4,Location_A,Category_B,11,Warehouse_C
Product_228,326,418.79999999999995,562,1.1173917217797282,Compliant,Supplier_6,Location_C,Category_C,20,Warehouse_B
Product_229,267,205.6,304,1.4789549697265347,Compliant,Supplier_7,Location_B,Category_B,28,Warehouse_C
Product_230,265,1054.0,974,0.8998143371443459,Non-compliant,Supplier_8,Location_B,Category_B,17,Warehouse_A
Product_231,305,448.8,296,0.284812946243944,Compliant,Supplier_2,Location_B,Category_A,34,Warehouse_C
Product_232,323,525.2,530,1.05204689929452,Compliant,Supplier_4,Location_C,Category_C,25,Warehouse_B
Product_233,260,573.2,478,0.8098787250600905,Compliant,Supplier_7,Location_A,Category_B,30,Warehouse_B
Product_234,299,873.6,752,0.8107698095164,Compliant,Supplier_3,Location_B,Category_A,29,Warehouse_C
Product_235,270,762.0,626,0.6877947212380389,Compliant,Supplier_5,Location_C,Category_B,23,Warehouse_C
Product_236,296,690.0,834,0.9041840590723986,Compliant,Supplier_10,Location_A,Category_A,18,Warehouse_C
Product_237,283,377.2,410,1.1424739654088165,Compliant,Supplier_7,Location_A,Category_B,22,Warehouse_C
Product_238,300,461.8,437,0.9536035807952634,Non-compliant,Supplier_9,Location_B,Category_A,18,Warehouse_B
Product_239,322,1007.0,879,0.9055957586814006,Compliant,Supplier_6,Location_B,Category_C,14,Warehouse_B
Product_240,326,907.0,827,0.6047289219197105,Compliant,Supplier_2,Location_A,Category_C,11,Warehouse_C
Product_241,300,640.4,766,0.9135788894202985,Compliant,Supplier_9,Location_C,Category_A,26,Warehouse_B
Product_242,310,437.8,361,0.5878758311526389,Compliant,Supplier_6,Location_B,Category_A,28,Warehouse_B
Product_243,303,548.8,428,0.6868202291327721,Non-compliant,Supplier_10,Location_B,Category_A,18,Warehouse_C
Product_244,313,410.2,427,1.2240837315981778,Non-compliant,Supplier_2,Location_A,Category_A,30,Warehouse_A
Product_245,266,572.2,417,0.47532633460357165,Non-compliant,Supplier_1,Location_A,Category_B,24,Warehouse_A
Product_246,281,400.0,480,1.3516709288075903,Compliant,Supplier_4,Location_C,Category_B,27,Warehouse_A
Product_247,312,488.2,557,0.9646715243761004,Non-compliant,Supplier_2,Location_A,Category_A,12,Warehouse_A
Product_248,329,402.6,393,1.124997866727296,Compliant,Supplier_7,Location_B,Category_C,19,Warehouse_C
Product_249,297,792.6,939,1.3804494570113024,Non-compliant,Supplier_7,Location_A,Category_A,20,Warehouse_B
Product_250,292,1010.2,855,1.0083576474568883,Non-compliant,Supplier_3,Location_A,Category_A,12,Warehouse_B
Product_251,342,159.79999999999998,299,1.6085815050834205,Compliant,Supplier_10,Location_B,Category_C,11,Warehouse_A
